ID,0,1,2,3,6,7,8,45
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
2,0,1,0,1,0,0,0,0
3,0,0,1,0,0,0,0,1
6,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,1,0
8,0,0,0,0,1,1,0,1
45,0,0,0,1,0,0,1,0
