ID,0,4,5,6,7,8,123
0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,1
5,0,1,0,0,0,1,0
6,0,0,0,0,0,1,0
7,0,0,0,0,0,1,0
8,0,0,1,1,1,0,0
123,0,1,0,0,0,0,0
