ID,0,1,6,7,8,2345
0,0,0,0,0,0,0
1,0,0,0,0,1,0
6,0,0,0,0,1,0
7,0,0,0,0,1,0
8,0,1,1,1,0,1
2345,0,0,0,0,1,0
