ID,0,1,5,6,7,8,234
0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0
5,0,0,0,0,0,1,0
6,0,0,0,0,0,1,0
7,0,0,0,0,0,1,0
8,0,1,1,1,1,0,1
234,0,0,0,0,0,1,0
