ID,0,5,6,7,8,1234
0,0,0,0,0,0,0
5,0,0,0,0,1,0
6,0,0,0,0,1,0
7,0,0,0,0,1,0
8,0,1,1,1,0,1
1234,0,0,0,0,1,0
