ID,0,5,2,1,3,4,6,7,8
0,0,0,0,0,0,1,0,0,0
5,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,1
8,0,1,1,1,1,0,1,1,0
